#systematic_name	standard_name	synonyms
PA0006	yaeD	PA14_00070
PA2388	fpvR	PA14_33780
PA2389	pvdR	PA14_33770
PA2390	pvdT	PA14_33760
PA2391	opmQ	PA14_33750
PA2392	pvdP	PA14_33740
PA2393		PA14_33730
PA2394	pvdN	PA14_33720
PA2395	pvdO	PA14_33710
PA2396	pvdF	PA14_33700
PA2397	pvdE	PA14_33690
PA2398	fpvA	PA14_33680
PA2399	pvdD	PA14_33650
PA2400	pvdJ	PA14_33630 PA2401
PA2402		PA14_33610
PA2403	fpvG	PA14_33600
PA2404	fpvH	PA14_33590
PA2405	fpvJ	PA14_33580
PA2406	fpvK	PA14_33570
PA2407	fpvC	PA14_33560
PA2408	fpvD	PA14_33550
PA2409	fpvE	PA14_33540
PA2410	fpvF	PA14_33530
PA2411		PA14_33520
PA2412		PA14_33510
PA2413	pvdH	PA14_33500
PA2414		PA14_33480
PA2415		PA14_33460
PA2416	treA	PA14_33450
PA2417		PA14_33440
PA2418		PA14_33430
PA2421		PA14_33380
PA2422		PA14_33370
PA2423		PA14_33290
PA2424	pvdL	PA14_33280
PA2425	pvdG	PA14_33270
PA2426	pvdS	PA14_33260
PA2427		PA14_33250
PA2428		PA14_33240
PA2429		PA14_33230
PA2430		PA14_33220
PA2431		PA14_33190
PA2432	bexR	PA14_33170
PA2433		PA14_33160
PA2434		PA14_33150
PA2435		PA14_33130
PA2436		PA14_33120
PA2437		PA14_33110
PA2438		PA14_33080
PA2439		PA14_33070
PA2440		PA14_33060
PA2441		PA14_33050
PA2442	gcvT2	PA14_33040
PA2443	sdaA	PA14_33030
PA2444	glyA2	PA14_33010
PA2445	gcvP2	PA14_33000
PA2446	gcvH2	PA14_32985
PA2447		PA14_32970
PA2448		PA14_32950
PA2449	gcsR	PA14_32940
PA2450		PA14_32930
PA2451		PA14_32905
PA2452		PA14_32905
PA2453		PA14_32890
PA2454		PA14_32880
PA2455		PA14_32860
PA2456		
PA2457		PA14_20510
PA2458		PA14_32830
PA2459		
PA2460		
PA2461		
PA2462		PA14_32790
PA2463		PA14_32780
PA2464		PA14_32770
PA2465		PA14_32750
PA2466	foxA	PA14_32740 optS
PA2467	foxR	PA14_32720
PA2468	foxI	PA14_32710
PA2469		PA14_32700
PA2470	gtdA	PA14_32690
PA2471		PA14_32670
PA2472		PA14_32660
PA2473		PA14_32650
PA2474		PA14_32640
PA2475		PA14_32630
PA2476	dsbG	PA14_32610
PA2477		PA14_32600
PA2479		PA14_32580
PA2480		PA14_32570
PA2481		PA14_32540
PA2482		PA14_32530
PA2484		PA14_32500
PA2485		PA14_32490
PA2486	ptrC	PA14_32480
PA2487		PA14_32470
PA2488		PA14_32460
PA2489		PA14_32450
PA2491	mexS	PA14_32420
PA2492	mexT	PA14_32410
PA2493	mexE	PA14_32400
PA2494	mexF	PA14_32390
PA2495	oprN	PA14_32380
PA2496		PA14_32370
PA2497		PA14_32360
PA2501		PA14_32310
PA2502		PA14_32300
PA2503		PA14_32290
PA2504		PA14_32280
PA2505	opdT	PA14_32270 oprD3
PA2506		PA14_32250
PA2507	catA	PA14_32240
PA2508	catC	PA14_32230
PA2509	catB	PA14_32220
PA2510	catR	PA14_32200
PA2511	antR	PA14_32190
PA2512	antA	PA14_32160
PA2513	antB	PA14_32150
PA2514	antC	PA14_32140
PA2515	xylL	PA14_32130
PA2516	xylZ	PA14_32110
PA2517	xylY	PA14_32100
PA2518	xylX	PA14_32080
PA2519	xylS	PA14_32060
PA2520	czcA	PA14_31010
PA2521	czcB	PA14_31990
PA2522	czcC	PA14_31970
PA2523	czcR	PA14_31960
PA2524	czcS	PA14_31950
PA2525	opmB	PA14_31920
PA2526	muxC	PA14_31900 yegO
PA2527	muxB	PA14_31890 yegN
PA2528	muxA	PA14_31870 yegM
PA2529		PA14_31850
PA2530		PA14_31840
PA2531		PA14_31820
PA2532	tpx	PA14_31810
PA2533		PA14_31800
PA2534		PA14_31780
PA2535		PA14_31770
PA2537		PA14_31750
PA2538		PA14_31740
PA2540		PA14_31720
PA2541		PA14_31700
PA2544		PA14_31660
PA2545	xthA	PA14_31650
PA2546		PA14_31640
PA2547		PA14_31630
PA2548		PA14_31620
PA2550		PA14_31580
PA2551		PA14_31560
PA2553		PA14_31530
PA2554		PA14_31510
PA2555		PA14_31500
PA2556		PA14_31480
PA2557		PA14_31470
PA2558		PA14_31460
PA2559		PA14_31440
PA2559.1	srfA	
PA2560		PA14_31420
PA2561	ctpH	PA14_31400
PA2562		PA14_31390
PA2563		PA14_31380
PA2565		PA14_31360
PA2566		PA14_31350
PA2566.1		
PA2567		PA14_31330
PA2568		PA14_31310
PA2569		PA14_31300
PA2570.1		
PA2571		PA14_30840
PA2572		PA14_30830
PA2573		PA14_30820
PA2574	alkB1	PA14_30810
PA2575		PA14_30800
PA2576		PA14_30790
PA2577		PA14_30770
PA2578		PA14_30760
PA2579	kynA	PA14_30750
PA2581		PA14_30730
PA2581.1		
PA2582		PA14_30710
PA2583		PA14_30700
PA2583.1		
PA2584	pgsA	PA14_30670
PA2585	uvrC	PA14_30660
PA2586	gacA	PA14_30650
PA2587	pqsH	PA14_30630
PA2588		PA14_30620
PA2589		PA14_30600
PA2590		PA14_30590
PA2591	vqsR	PA14_30580
PA2593	qteE	PA14_30560
PA2594		PA14_30550
PA2595		PA14_30540
PA2596		PA14_30520
PA2597		PA14_30500
PA2598		PA14_30490
PA2599		PA14_30470
PA2600		PA14_30460
PA2601		PA14_30450
PA2603		PA14_30430
PA2603.1		
PA2607		PA14_30380
PA2609		PA14_30360
PA2611	cysG	PA14_30340
PA2612	serS	PA14_30330
PA2614	lolA	PA14_30310
PA2615	ftsK	PA14_30290
PA2616	trxB1	PA14_30280
PA2617	aat	PA14_30270
PA2618		PA14_30260
PA2619	infA	PA14_30240
PA2620	clpA	PA14_30230
PA2621	clpS	PA14_30210
PA2622	cspD	PA14_30200
PA2623	icd	PA14_30190 icdA
PA2624	idh	PA14_30180
PA2625		PA14_30160
PA2626	trmU	PA14_30150 asuE
PA2628		PA14_30130
PA2629	purB	PA14_30110
PA2632		PA14_30080
PA2633		PA14_30070
PA2634	aceA	PA14_30050
PA2635		PA14_30040
PA2636		PA14_30030
PA2637	nuoA	PA14_30020
PA2638	nuoB	PA14_30010
PA2639	nuoD	PA14_29990
PA2640	nuoE	PA14_29980
PA2641	nuoF	PA14_29970
PA2642	nuoG	PA14_29940
PA2643	nuoH	PA14_29930
PA2644	nuoI	PA14_29920
PA2645	nuoJ	PA14_29900
PA2646	nuoK	PA14_29890
PA2647	nuoL	PA14_29880
PA2648	nuoM	PA14_29860
PA2649	nuoN	PA14_29850
PA2651		PA14_29820
PA2652		PA14_29800
PA2654	tlpQ	PA14_29760
PA2655		PA14_29750
PA2656	bqsS	PA14_29740 carS
PA2657	bqsR	PA14_29730 carR
PA2658		PA14_29720
PA2659		PA14_29710
PA2660		PA14_29690
PA2661		PA14_29680
PA2662		PA14_29660
PA2663	ppyR	PA14_29650
PA2664	fhp	PA14_29640
PA2665	fhpR 	PA14_29620 ygaA
PA2667	mvaU	PA14_29590
PA2668		PA14_29575
PA2669		PA14_29570
PA2670		PA14_29560
PA2678		PA14_29480
PA2679		PA14_29470
PA2680		PA14_29460
PA2681		PA14_29440
PA2682		PA14_29420
PA2684	tse5	PA14_29400 rhs rhsP1
PA2685	vgrG4	PA14_29390 vgrG1c
PA2686	pfeR	
PA2687	pfeS	PA14_29360
PA2688	pfeA	PA14_29350
PA2689	pfeE	PA14_29340
PA2690		
PA2691		PA14_29320
PA2692		PA14_29300
PA2694	trx2	PA14_29280
PA2696		PA14_29260
PA2697		PA14_29250
PA2698		PA14_29240
PA2699		PA14_29230
PA2700	opdB	PA14_29220
PA2701		PA14_29210
PA2702	tse2	PA14_29200
PA2703	tsi2	PA14_29190
PA2704		PA14_29180
PA2705		PA14_29160
PA2706		PA14_29150
PA2707		PA14_29130
PA2708		PA14_29120
PA2709	cysK	PA14_29110
PA2710		PA14_29100
PA2712		PA14_29070
PA2713		PA14_29060
PA2714		PA14_29050
PA2715		PA14_29040
PA2716		PA14_29030
PA2717	cpo	PA14_29020
PA2718		PA14_29010
PA2719		PA14_29000
PA2720		PA14_28990
PA2721		PA14_28960
PA2722		PA14_28950
PA2723		PA14_28940
PA2724		PA14_28930
PA2725		PA14_28920
PA2726		PA14_28910
PA2727		
PA2728		PA14_28895
PA2729		PA14_28880
PA2730		
PA2731		
PA2732		
PA2733		
PA2734		
PA2735		
PA2736		
PA2736.1		
PA2737		PA14_28730
PA2738	himA	PA14_28720
PA2739	pheT	PA14_28710
PA2740	pheS	PA14_28690
PA2741	rplT	PA14_28680
PA2742	rpmI	PA14_28670
PA2743	infC	PA14_28660
PA2744	thrS	PA14_28650
PA2744.1	P13	
PA2745		PA14_28630
PA2746		PA14_28620
PA2747		PA14_28600
PA2749	endA	PA14_28570
PA2750		PA14_28560
PA2753		PA14_28500
PA2754		PA14_28490
PA2755	eco	PA14_28450
PA2756		PA14_28440
PA2757		PA14_28430
PA2758		PA14_28420
PA2759		PA14_28410
PA2760	oprQ	PA14_28400
PA2761		PA14_28390
PA2762		PA14_28380
PA2763		PA14_28370
PA2764		PA14_28350
PA2765		PA14_28340
PA2766		PA14_28320
PA2767		PA14_28310
PA2768		PA14_28300
PA2768.1	AS2779	
PA2769		PA14_28290
PA2770		PA14_28280
PA2770.1	IGR2780	
PA2771		
PA2772		PA14_28240
PA2773		PA14_28220
PA2774	tse4	PA14_28210
PA2775	tsi4	PA14_28200
PA2775.1		
PA2776	pauB3	PA14_28180 ordL
PA2778		PA14_28150
PA2779		PA14_28140
PA2780	bswR	PA14_28130
PA2781		PA14_28120
PA2782	bamI	PA14_28110
PA2783	mep72	PA14_28100
PA2784		PA14_28090
PA2785		PA14_28080
PA2786		PA14_28070
PA2787	cpg2	PA14_28060
PA2788		PA14_28050
PA2789		PA14_28040
PA2790		PA14_28030
PA2791		PA14_28020
PA2792		PA14_28010
PA2793		PA14_28000
PA2794		PA14_27990
PA2795	dusA	PA14_27980 yjbN
PA2796	tal	PA14_27960
PA2797		PA14_27950
PA2798		PA14_27940
PA2799		PA14_27930
PA2800	vacJ	PA14_27920
PA2801		PA14_27910
PA2802		PA14_27900
PA2803		PA14_27890
PA2804		PA14_27880
PA2805		PA14_27870
PA2807		PA14_27840
PA2808	ptrA	PA14_27830
PA2809	copR	PA14_27810
PA2810	copS	PA14_27800
PA2814		PA14_27740
PA2816		PA14_27720
PA2817		PA14_27710
PA2818	arr	
PA2819		
PA2819.1		
PA2819.2		
PA2819.3		
PA2820		PA14_27590
PA2821		PA14_27580
PA2822		PA14_27570
PA2823		PA14_27560
PA2824	sagS	PA14_27550
PA2825	ospR	PA14_27530
PA2826		PA14_27520
PA2828		PA14_27500
PA2829		PA14_27490
PA2830	htpX	PA14_27480
PA2831		PA14_27470
PA2832	tpm	PA14_27460
PA2833		PA14_27450
PA2834		PA14_27440
PA2835		PA14_27430
PA2836		PA14_27420
PA2838		PA14_27400
PA2841		PA14_27360
PA2842		PA14_27350
PA2843		PA14_27330
PA2844		PA14_27310
PA2845		PA14_27290
PA2846		PA14_27280
PA2847		PA14_27270
PA2848		PA14_27250
PA2849	ohrR	PA14_27230
PA2850	ohr	PA14_27220
PA2851	efp	PA14_27210
PA2852	earP	PA14_27200
PA2852.1		
PA2852.2	P14	
PA2853	oprI	
PA2855		PA14_27170
PA2856	tesA	PA14_27160 apeA
PA2857		PA14_27150
PA2859	greB	PA14_27130
PA2860		PA14_27120
PA2861	ligT	PA14_27110
PA2862	lipA	PA14_27100
PA2863	lipH	PA14_27090 lif
PA2864		PA14_27070
PA2865		PA14_27050
PA2866	mttC	PA14_27020
PA2867		PA14_27000
PA2868		PA14_26990
PA2869		PA14_26980
PA2870		PA14_26970
PA2871		PA14_26960
PA2872		PA14_26940
PA2873	tgpA	PA14_26930
PA2874		PA14_26920
PA2875		PA14_26910
PA2876	pyrF	PA14_26890
PA2877		PA14_26880
PA2878		PA14_26870
PA2880		PA14_26850
PA2881		PA14_26830
PA2882		PA14_26810
PA2883		PA14_26780
PA2884		PA14_26770
PA2885	atuR	PA14_26760
PA2886	atuA	PA14_26750
PA2887	atuB	PA14_26730
PA2888	atuC	PA14_26720
PA2889	atuD	PA14_26700
PA2890	atuE	PA14_26690
PA2891	atuF	PA14_26670
PA2892	atuG	PA14_26650
PA2893	atuH	PA14_26640
PA2894		PA14_26620
PA2895	sbrR	PA14_26610
PA2896	sbrI	PA14_26600
PA2897		PA14_26590
PA2898		PA14_26580
PA2899	atvR	PA14_26570
PA2900		PA14_26560
PA2901		PA14_26550
PA2902		PA14_26540
PA2903	cobJ	PA14_26530 cbiH
PA2904	cobI	PA14_26510 cbiL
PA2905	cobH	PA14_26500 cbiC
PA2906		PA14_26485
PA2907	cobL	PA14_26480 cbiE cbiT
PA2908	cbiD	PA14_26470
PA2911		PA14_26420
PA2912		PA14_26400
PA2913		PA14_26390
PA2914		PA14_26360
PA2915		PA14_26350
PA2916		PA14_26340
PA2917		PA14_26330
PA2918		PA14_26310
PA2919		PA14_26300
PA2920		PA14_26280
PA2921		PA14_26270
PA2922		PA14_26260
PA2923	hisJ	PA14_26240
PA2924	hisQ	PA14_26230
PA2925	hisM	PA14_26220
PA2926	hisP	PA14_26210
PA2927		PA14_26190
PA2928		PA14_26165
PA2929		PA14_26160
PA2930		PA14_26150
PA2931	cifR	PA14_26140
PA2932	morB	PA14_26130
PA2933		PA14_26110
PA2934	cif	PA14_26090
PA2935		PA14_26080
PA2936		PA14_26070
PA2937		PA14_26060
PA2938		PA14_26050
PA2940		PA14_26010
PA2941		PA14_26000
PA2942		PA14_25990
PA2942.1	P15	
PA2943		PA14_25980
PA2944	cobN	PA14_25970
PA2946		PA14_25940
PA2947	cobE	PA14_25930 cbiG
PA2948	cobM	PA14_25920 cbiF
PA2949		PA14_25910
PA2950	fabV	PA14_25900 pfm
PA2951	etfA	PA14_25880
PA2952	etfB	PA14_25860
PA2953		PA14_25840
PA2954		PA14_25830
PA2955		PA14_25820
PA2956		PA14_25810
PA2957		PA14_25800
PA2958		PA14_25790
PA2958.1	rgsA	
PA2960	pilZ	PA14_25770
PA2961	holB	PA14_25760
PA2962	tmk	PA14_25740
PA2964	pabC	PA14_25710
PA2965	fabF1	PA14_25690
PA2966	acpP	PA14_25670
PA2967	fabG	PA14_25660
PA2968	fabD	PA14_25650
PA2969	plsX	PA14_25640
PA2970	rpmF	PA14_25630
PA2973		PA14_25600
PA2974		PA14_25590
PA2975	rluC	PA14_25580 yceC
PA2976	rne	ams
PA2977	murB	PA14_25550
PA2978	ptpA	PA14_25540
PA2979	kdsB	PA14_25530
PA2981	lpxK	PA14_25510
PA2982		PA14_25500
PA2983		PA14_25490
PA2984		PA14_25480
PA2985		PA14_25470
PA2986	lolC	PA14_25450
PA2987	lolD	PA14_25440 ycfV
PA2988	lolE	PA14_25430
PA2989		PA14_25420
PA2991	sth	PA14_25390
PA2992		PA14_25370
PA2994	nqrF	PA14_25350
PA2995	nqrE	PA14_25340
PA2996	nqrD	PA14_25330
PA2997	nqrC	PA14_25320
PA2998	nqrB	PA14_25305
PA2999	nqrA	PA14_25280
PA3000	aroP1	PA14_25270
PA3001		PA14_25250
PA3002	mfd	PA14_25230
PA3003		PA14_25220
PA3004		PA14_25210
PA3005	nagZ	PA14_25195 ycfO
PA3006	psrA	PA14_25180
PA3007	lexA	PA14_25160
PA3008	sulA	PA14_25150
PA3009		PA14_25140
PA3010		PA14_25130
PA3011	topA	PA14_25110
PA3012		PA14_25100
PA3013	faoB	PA14_25090 fadA fadA5
PA3014	faoA	PA14_25080 fadB fadB5
PA3015		PA14_25060
PA3016		PA14_25050
PA3017		PA14_25040
PA3018		PA14_25030
PA3021		PA14_24990
PA3022		PA14_24980
PA3024		PA14_24960
PA3026		PA14_24940
PA3027		PA14_24920
PA3028	moeA2	PA14_24910
PA3029	moaB2	PA14_24900
PA3030	mobA	PA14_24890
PA3031		PA14_24880
PA3031.1		
PA3032	snr1	PA14_24860
PA3033		PA14_24850
PA3034		PA14_24840
PA3035		PA14_24830
PA3036		PA14_24820
PA3037		PA14_24810
PA3038	opdQ	OccK6 PA14_24790
PA3039		PA14_24780
PA3042		PA14_24740
PA3043		PA14_24730
PA3044	rocsS2	PA14_24720
PA3045	rocA2	PA14_24710
PA3049	rmf	PA14_24650
PA3050	pyrD	PA14_24640
PA3051		PA14_24630
PA3052		PA14_24620
PA3053		PA14_24610
PA3054		PA14_24600
PA3055		PA14_24590
PA3056		PA14_24580
PA3057		PA14_24570
PA3058	pelG	PA14_24560
PA3059	pelF	PA14_24550
PA3060	pelE	PA14_24530
PA3061	pelD	PA14_24510
PA3062	pelC	PA14_24500
PA3063	pelB	PA14_24490
PA3064	pelA	PA14_24480
PA3065		
PA3066		
PA3067		
PA3068	gdhB	PA14_24445
PA3069		PA14_24440
PA3070		PA14_24430
PA3071		PA14_24420
PA3072		PA14_24410
PA3073		PA14_24400
PA3074		PA14_24390
PA3075		PA14_24380
PA3076		PA14_24370
PA3077	cprR	PA14_24350
PA3078	cprS	PA14_24340
PA3079		PA14_24330
PA3080		PA14_24310
PA3081		PA14_24300
PA3082	gbt	PA14_24290
PA3083	pepN	PA14_24270
PA3084		PA14_24260
PA3085		PA14_24245
PA3086		PA14_24240
PA3087		PA14_24230
PA3089		PA14_24210
PA3090		
PA3091		PA14_24180
PA3092	fadH1	PA14_24170
PA3093		PA14_24150
PA3094		PA14_24140
PA3094.1		
PA3094.2		
PA3094.3		
PA3095	xcpZ	PA14_24100
PA3096	xcpY	PA14_24080
PA3097	xcpX	PA14_24070
PA3098	xcpW	PA14_24060 pddD
PA3099	xcpV	PA14_24050 pddC
PA3100	xcpU	PA14_24040 pddB
PA3101	xcpT	PA14_24020 pddA
PA3102	xcpS	PA14_24010
PA3103	xcpR	PA14_23990
PA3104	xcpP	PA14_23980
PA3105	xcpQ	PA14_23970
PA3106		PA14_23950
PA3107	metZ	PA14_23930
PA3108	purF	PA14_23920
PA3110		PA14_23890
PA3111	folC	PA14_23880
PA3112	accD	PA14_23860 dedB
PA3113	trpF	PA14_23850
PA3114	truA	PA14_23840 hisT
PA3115	fimV	PA14_23830
PA3116		PA14_23810
PA3117	asd	PA14_23800
PA3118	leuB	PA14_23790
PA3120	leuD	PA14_23760
PA3121	leuC	PA14_23750
PA3123		PA14_23720
PA3124		PA14_23700
PA3125		PA14_23690
PA3126	ibpA	PA14_23680 hslT
PA3127		PA14_23670
PA3130		PA14_23630
PA3132		PA14_23610
PA3133	sawR	PA14_23590
PA3133.1		
PA3133.2		
PA3133.3		
PA3133.4		
PA3134	gltX	PA14_23560
PA3135		PA14_23540
PA3136		PA14_23530
PA3137		PA14_23520
PA3138	uvrB	PA14_23510
PA3139.1		
PA3140		PA14_23480
PA3141	wbpM	PA14_23470
PA3142		
PA3143		
PA3144		
PA3145	wbpL	PA14_23460
PA3146	wbpK	PA14_23450
PA3147	wbpJ	
PA3148	wbpI	PA14_23370
PA3149	wbpH	
PA3150	wbpG	
PA3151	hisF2	
PA3152	hisH2	
PA3153	wzx	rfbX wbpF
PA3154	wzy	rfc
PA3155	wbpE	
PA3156	wbpD	
PA3158	wbpB	
PA3159	wbpA	
PA3160	wzz	PA14_23360 cld rol wzz1
PA3161	himD	PA14_23340
PA3162	rpsA	PA14_23330
PA3163	cmk	PA14_23320
PA3165	hisC2	PA14_23290
PA3166	pheA	PA14_23280
PA3167	serC	PA14_23270
PA3168	gyrA	PA14_23260
PA3169		PA14_23250
PA3170		PA14_23240
PA3171	ubiG	PA14_23220
PA3172		PA14_23210
PA3174	hutR	PA14_23190
PA3175	hutE	PA14_23170
PA3176	gltS	PA14_23160
PA3177		PA14_23130
PA3178		PA14_23120
PA3180		PA14_23100
PA3182	pgl	PA14_23080
PA3183	zwf	PA14_23070
PA3185		PA14_23050
PA3186	oprB	PA14_23030
PA3191	gtrS	PA14_22960
PA3192	gltR	PA14_22940
PA3193	glk	PA14_22930
PA3194	edd	PA14_22910
PA3195	gapA	PA14_22890
PA3196		PA14_22870
PA3197		PA14_22860
PA3203		PA14_22770
PA3204	cpxR	PA14_22760
PA3205		PA14_22740
PA3206	cpxS	PA14_22730
PA3207		PA14_22720
PA3210	trkH	PA14_22690
PA3211		PA14_22680
PA3212		PA14_22670
PA3213		PA14_22660
PA3214		PA14_22650
PA3215		PA14_22640
PA3216		PA14_22630
PA3217	cyaB	PA14_22620
PA3218		
PA3219		PA14_22590
PA3220		PA14_22580
PA3221	csaA	PA14_22570
PA3222		PA14_22560
PA3223	azoR3	PA14_22490
PA3224		PA14_22480
PA3225		PA14_22470
PA3226		PA14_22460
PA3227	ppiA	PA14_22450 cypH
PA3228		PA14_22440
PA3229		PA14_22420
PA3230		PA14_22410
PA3231		PA14_22400
PA3232		PA14_22380
PA3233		PA14_22370
PA3236	betX	PA14_22330
PA3237		PA14_22320
PA3238		PA14_22310
PA3239		PA14_22290
PA3240		PA14_22075
PA3241		PA14_22060
PA3242	htrB2	PA14_22050 htrB
PA3243	minC	PA14_22040
PA3244	minD	PA14_22020
PA3245	minE	PA14_22010
PA3246	rluA	PA14_22000 yabO
PA3247		PA14_21990
PA3248		PA14_21980
PA3249		PA14_21970
PA3250		PA14_21960
PA3251		PA14_21940
PA3252		PA14_21930
PA3253		PA14_21920
PA3254		PA14_21910
PA3255		PA14_21900
PA3256		PA14_21890
PA3257	algO	PA14_21880 prc tsp
PA3258		PA14_21870
PA3259		PA14_21860
PA3259.1		
PA3260		PA14_21850
PA3261		PA14_21840
PA3262		PA14_21820
PA3262.1		
PA3262.2		
PA3265		PA14_21770
PA3266	capB	PA14_21760 cspA
PA3267		PA14_21750
PA3268		PA14_21730
PA3269		PA14_21720
PA3270		PA14_21710
PA3271		PA14_21700
PA3273		PA14_21680
PA3274		PA14_21670
PA3276		PA14_21650
PA3277		PA14_21640
PA3278		PA14_21630
PA3279	oprP	PA14_21620
PA3280	oprO	PA14_21610
PA3281		PA14_21600
PA3282		PA14_21590
PA3283		PA14_21580
PA3284		PA14_21570
PA3285		PA14_21550
PA3286		PA14_21540
PA3287		PA14_21530
PA3288		PA14_21520
PA3289		PA14_21510
PA3290	tle1	PA14_21490
PA3291	tli1	PA14_21480
PA3292		PA14_21470
PA3293		PA14_21460
PA3294	vgrG4a	PA14_21450
PA3295		PA14_21440
PA3296	phoA	PA14_21410
PA3298		PA14_21380
PA3299	fadD1	PA14_21370
PA3300	fadD2	PA14_21340
PA3301		PA14_21320
PA3302		PA14_21310
PA3303		PA14_21300
PA3304		PA14_21290
PA3304.1	P18	
PA3305		PA14_21280
PA3305.1	phrS	
PA3306		PA14_21250
PA3307		PA14_21240
PA3308	hepA	PA14_21230
PA3310		PA14_21210
PA3311	nbdA	PA14_21190
PA3312		PA14_21180
PA3313		PA14_21175
PA3314		PA14_21160
PA3315		PA14_21150
PA3316		PA14_21140
PA3317		PA14_21130
PA3318		PA14_21120
PA3319	plcN	PA14_21110
PA3320		PA14_21090
PA3321		PA14_21080
PA3322		PA14_21070
PA3323		PA14_21060
PA3324		PA14_21050
PA3325		PA14_21040
PA3326	clpP2	PA14_21030
PA3327		PA14_21020
PA3328		PA14_21010
PA3329		PA14_21000
PA3330		PA14_20980
PA3331		PA14_20970
PA3332		PA14_20960
PA3333	fabH2	PA14_20950
PA3334	acp3	PA14_20940
PA3335		PA14_20920
PA3336		PA14_20900
PA3337	rfaD	PA14_20890
PA3338		PA14_20880
PA3339	plpD	PA14_20870
PA3340		PA14_20860
PA3341		PA14_20850
PA3342		PA14_20840
PA3343	hsbD	PA14_20820
PA3344	recQ	PA14_20810
PA3345	hptB	PA14_20800
PA3346	hsbR	PA14_20780
PA3347	hsbA	PA14_20770
PA3348	cheR1	PA14_20760
PA3349		PA14_20750
PA3350		PA14_20740
PA3351	flgM	PA14_20730
PA3352		PA14_20720
PA3353	flgZ	PA14_20700
PA3354		PA14_20690
PA3355		PA14_20680
PA3356	pauA5	PA14_20670
PA3357	dsdA	PA14_20650
PA3358		PA14_20640
PA3359		PA14_20630
PA3360		PA14_20620
PA3361	lecB	PA14_20610
PA3363	amiR	PA14_20590
PA3364	amiC	PA14_20580
PA3366	amiE	PA14_20560
PA3366.1	amiL	
PA3368.1		
PA3368		PA14_20491
PA3369		PA14_20480
PA3370		PA14_20470
PA3371		PA14_20460
PA3382	phnE	PA14_20330
PA3384	phnC	PA14_20300
PA3385	amrZ	PA14_20290 algZ
PA3386		PA14_20280
PA3387	rhlG	PA14_20270
PA3390		PA14_20250
PA3389		PA14_20240
PA3391	nosR	PA14_20230
PA3392	nosZ	PA14_20200
PA3393	nosD	PA14_20190
PA3394	nosF	PA14_20180
PA3395	nosY	PA14_20170
PA3396	nosL	PA14_20150
PA3397	fprA	PA14_20140 fpr
PA3398		PA14_20130
PA3399		PA14_20120
PA3400		PA14_20110
PA3401		PA14_20100
PA3402		PA14_20080
PA3403		PA14_20070
PA3405	hasE	PA14_20040
PA3406	hasD	PA14_20030
PA3407	hasAp	PA14_20020
PA3408	hasR	PA14_20010
PA3409	hasS	PA14_20000
PA3410	hasI	PA14_19990
PA3411		PA14_19970
PA3412		PA14_19960
PA3414		PA14_19940
PA3415		PA14_19920
PA3416		PA14_19910
PA3417		PA14_19900
PA3418	ldh	PA14_19870
PA3419		PA14_19860
PA3420		PA14_19850
PA3421		PA14_19830
PA3422		PA14_19810
PA3423		PA14_19800
PA3424		PA14_19770
PA3425		PA14_19750
PA3426		PA14_19740
PA3427		PA14_19730
PA3428		PA14_19720
PA3429		PA14_19710
PA3430		PA14_19700
PA3432		PA14_19680
PA3434		
PA3436		PA14_19650
PA3437	folM	PA14_19640 ydgB
PA3438	folE1	PA14_19630
PA3439	folX	PA14_19620
PA3440		PA14_19610
PA3440.1		
PA3445		PA14_19540
PA3447		PA14_19520
PA3449		PA14_19500
PA3450	lsfA	PA14_19490
PA3451		PA14_19480
PA3452	mqoA	PA14_19470
PA3454		PA14_19430
PA3455		PA14_19410
PA3456		PA14_19400
PA3457		PA14_19390
PA3458		PA14_19380
PA3460		PA14_19360
PA3462		PA14_19340
PA3464		PA14_19320
PA3467		PA14_19270
PA3470		PA14_19205
PA3472		PA14_19170
PA3473		PA14_19160
PA3475	pheC	PA14_19140
PA3476	rhlI	PA14_19130
PA3477	rhlR	PA14_19120
PA3478	rhlB	PA14_19110
PA3479	rhlA	PA14_19100
PA3482	metG	PA14_19050
PA3483		PA14_19030
PA3484	tse3	PA14_19020
PA3485	tsi3	PA14_19010
PA3486	vgrG4b	PA14_18985
PA3487	tle5	PA14_18970 pldA
PA3488	tli5	PA14_18960 tli5a
PA3495	nth	PA14_18880
PA3496		PA14_18870
PA3497		
PA3498		
PA3499		
PA3500		
PA3501		
PA3502		
PA3503		
PA3504		
PA3505		
PA3506		
PA3507		PA14_10840
PA3508		
PA3509		
PA3510		
PA3511		
PA3512		
PA3513		
PA3514		
PA3515		PA14_18860
PA3516		PA14_18850
PA3517		PA14_18830
PA3518		PA14_18820
PA3519		PA14_18810
PA3520		PA14_18800
PA3521	opmE	PA14_18790
PA3522	mexQ	PA14_18780
PA3523	mexP	PA14_18760
PA3524	gloA1	PA14_18750
PA3525	argG	PA14_18740
PA3526	motY	PA14_18720
PA3527	pyrC	PA14_18710
PA3528	rnt	PA14_18700
PA3530	bfd	PA14_18680
PA3531	bfrB	PA14_18670
PA3532		PA14_18660
PA3533	grxD	PA14_18650 ydhD
PA3534		PA14_18640
PA3535.1	reaL	
PA3536		PA14_18620
PA3537	argF	PA14_18610
PA3538		PA14_18600
PA3540	algD	PA14_18580
PA3541	alg8	PA14_18565
PA3542	alg44	PA14_18550
